"filename", "language", "TypeScript", "Markdown", "JSON", "JSON with Comments", "Vue", "HTML", "TOML", "YAML", "Docker", "HTTP", "XML", "SCSS", "Go Module File", "Python", "Go Checksum File", "Dotenv", "Go", "MS SQL", "JavaScript", "comment", "blank", "total"
"c:\Users\lrj32\Desktop\music player\localmusicplayer\src\views\Song\SongView.vue", "Vue", 0, 0, 0, 0, 423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 59, 496
"c:\Users\lrj32\Desktop\music player\localmusicplayer\src\views\State\403.vue", "Vue", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27
"c:\Users\lrj32\Desktop\music player\localmusicplayer\src\views\State\404.vue", "Vue", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"c:\Users\lrj32\Desktop\music player\localmusicplayer\src\views\State\500.vue", "Vue", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27
"c:\Users\lrj32\Desktop\music player\localmusicplayer\src\views\System\StatsView.vue", "Vue", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35
"c:\Users\lrj32\Desktop\music player\localmusicplayer\src\views\User\index.vue", "Vue", 0, 0, 0, 0, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 285
"c:\Users\lrj32\Desktop\music player\localmusicplayer\src\views\User\like.vue", "Vue", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Users\lrj32\Desktop\music player\localmusicplayer\src\vite-env.d.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 13
"c:\Users\lrj32\Desktop\music player\localmusicplayer\tsconfig.app.json", "JSON", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 22
"c:\Users\lrj32\Desktop\music player\localmusicplayer\tsconfig.json", "JSON with Comments", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\lrj32\Desktop\music player\localmusicplayer\tsconfig.node.json", "JSON", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 27
"c:\Users\lrj32\Desktop\music player\localmusicplayer\vite.config.ts", "TypeScript", 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 127
"Total", "-", 1322, 46, 935, 7, 6091, 86, 45, 5718, 0, 196, 3, 96, 91, 198, 254, 5, 2720, 0, 365, 1234, 3052, 22464
